2025-11-29 12:12:45.079 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 12:59:01.252 [http-nio-8080-exec-3] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已建立，会话ID: 970ffc16-bf96-7ea8-d932-ab88b470e251
2025-11-29 12:59:01.264 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 12:59:01.265 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 1ms | 响应结果: 101 错误
2025-11-29 12:59:01.266 [http-nio-8080-exec-5] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 12:59:02.091 [http-nio-8080-exec-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:00:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:00:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:01:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:01:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:02:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:02:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:03:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:03:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:04:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:04:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:05:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:05:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:05:04.569 [http-nio-8080-exec-3] INFO  org.example.handler.OnlineUserWebSocketHandler - 有一连接关闭！当前在线人数为: 0，关闭状态: CloseStatus[code=1001, reason=null]
2025-11-29 13:05:04.569 [http-nio-8080-exec-2] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已关闭，会话ID: 970ffc16-bf96-7ea8-d932-ab88b470e251, 状态: CloseStatus[code=1001, reason=null]
2025-11-29 13:05:04.569 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:05:05.135 [http-nio-8080-exec-10] INFO  org.example.filter.RequestLogFilter - 请求URL: "/api/ws/ai" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:05:05.136 [http-nio-8080-exec-10] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 1ms | 响应结果: 101 错误
2025-11-29 13:05:05.137 [http-nio-8080-exec-10] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已建立，会话ID: 2abd466d-a1ea-b9b6-1da1-787ee773fc63
2025-11-29 13:05:05.150 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:05:05.151 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 1ms | 响应结果: 101 错误
2025-11-29 13:05:05.151 [http-nio-8080-exec-5] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 13:05:05.580 [http-nio-8080-exec-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:05:17.073 [http-nio-8080-exec-6] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已关闭，会话ID: 2abd466d-a1ea-b9b6-1da1-787ee773fc63, 状态: CloseStatus[code=1001, reason=null]
2025-11-29 13:05:17.073 [http-nio-8080-exec-7] INFO  org.example.handler.OnlineUserWebSocketHandler - 有一连接关闭！当前在线人数为: 0，关闭状态: CloseStatus[code=1001, reason=null]
2025-11-29 13:05:17.075 [http-nio-8080-exec-7] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:05:17.141 [http-nio-8080-exec-9] INFO  org.example.filter.RequestLogFilter - 请求URL: "/api/ws/ai" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:05:17.142 [http-nio-8080-exec-9] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 1ms | 响应结果: 101 错误
2025-11-29 13:05:17.142 [http-nio-8080-exec-9] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已建立，会话ID: c0d6ade6-8183-19f0-d6e0-1320ca90fac3
2025-11-29 13:05:17.154 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:05:17.155 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 1ms | 响应结果: 101 错误
2025-11-29 13:05:17.156 [http-nio-8080-exec-1] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 13:05:18.085 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:06:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:06:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:07:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:07:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:07:53.147 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 13:07:53.147 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 13:07:53.273 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 13:07:53.273 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-29 13:07:53.315 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-11-29 13:07:53.324 [SpringApplicationShutdownHook] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2025-11-29 13:07:53.324 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
2025-11-29 13:07:53.324 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 13:07:53.324 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
2025-11-29 13:07:53.331 [SpringApplicationShutdownHook] INFO  org.example.handler.OnlineUserWebSocketHandler - 有一连接关闭！当前在线人数为: 0，关闭状态: CloseStatus[code=1001, reason=The web application is stopping]
2025-11-29 13:07:53.331 [SpringApplicationShutdownHook] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已关闭，会话ID: c0d6ade6-8183-19f0-d6e0-1320ca90fac3, 状态: CloseStatus[code=1001, reason=The web application is stopping]
2025-11-29 13:07:55.156 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 13:07:55.185 [main] INFO  org.example.MyProjectBackendApplication - Starting MyProjectBackendApplication using Java 17.0.17 with PID 13028 (D:\javaWorkSpace\--LightplaceBlog--\my-project-backend\target\classes started by xiesonglin in D:\javaWorkSpace\--LightplaceBlog--)
2025-11-29 13:07:55.186 [main] INFO  org.example.MyProjectBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-29 13:07:55.853 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 13:07:55.855 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-29 13:07:55.877 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-11-29 13:07:56.295 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-29 13:07:56.302 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-29 13:07:56.303 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-11-29 13:07:56.304 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-11-29 13:07:56.351 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-29 13:07:56.351 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1033 ms
2025-11-29 13:07:57.278 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name accountIServiceImpl
2025-11-29 13:07:57.670 [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2025-11-29 13:07:57.677 [main] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2025-11-29 13:07:57.677 [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.2 created.
2025-11-29 13:07:57.678 [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2025-11-29 13:07:57.678 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2025-11-29 13:07:57.678 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2025-11-29 13:07:57.678 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.2
2025-11-29 13:07:57.678 [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@3b60be3
2025-11-29 13:07:57.761 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-11-29 13:07:57.768 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-11-29 13:07:57.770 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 13:07:57.797 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#2cacd55e:0/SimpleConnection@3749c6ac [delegate=amqp://xiesonglin@127.0.0.1:5672/, localPort=49208]
2025-11-29 13:07:57.824 [main] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2025-11-29 13:07:57.824 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2025-11-29 13:07:57.833 [main] INFO  org.example.MyProjectBackendApplication - Started MyProjectBackendApplication in 3.038 seconds (process running for 3.623)
2025-11-29 13:07:59.023 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-29 13:07:59.023 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-11-29 13:07:59.024 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-11-29 13:07:59.036 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:07:59.117 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 83ms | 响应结果: 101 错误
2025-11-29 13:07:59.125 [http-nio-8080-exec-1] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 13:07:59.173 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:08:00.004 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:08:00.335 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:09:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:09:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:10:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:10:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:11:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:11:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:12:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:12:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:13:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:13:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:14:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:14:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:15:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:15:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:16:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:16:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:17:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:17:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:17:09.828 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 13:17:09.828 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 13:17:10.092 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 13:17:10.092 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-29 13:17:10.144 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-11-29 13:17:10.156 [SpringApplicationShutdownHook] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2025-11-29 13:17:10.156 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
2025-11-29 13:17:10.156 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 13:17:10.157 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
2025-11-29 13:17:10.165 [SpringApplicationShutdownHook] INFO  org.example.handler.OnlineUserWebSocketHandler - 有一连接关闭！当前在线人数为: 0，关闭状态: CloseStatus[code=1001, reason=The web application is stopping]
2025-11-29 13:17:11.718 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 13:17:11.748 [main] INFO  org.example.MyProjectBackendApplication - Starting MyProjectBackendApplication using Java 17.0.17 with PID 5096 (D:\javaWorkSpace\--LightplaceBlog--\my-project-backend\target\classes started by xiesonglin in D:\javaWorkSpace\--LightplaceBlog--)
2025-11-29 13:17:11.748 [main] INFO  org.example.MyProjectBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-29 13:17:12.391 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 13:17:12.392 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-29 13:17:12.414 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-11-29 13:17:12.816 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-29 13:17:12.822 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-29 13:17:12.823 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-11-29 13:17:12.823 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-11-29 13:17:12.870 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-29 13:17:12.871 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 999 ms
2025-11-29 13:17:13.824 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name accountIServiceImpl
2025-11-29 13:17:14.225 [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2025-11-29 13:17:14.232 [main] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2025-11-29 13:17:14.232 [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.2 created.
2025-11-29 13:17:14.233 [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2025-11-29 13:17:14.233 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2025-11-29 13:17:14.233 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2025-11-29 13:17:14.233 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.2
2025-11-29 13:17:14.233 [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@7cf166db
2025-11-29 13:17:14.316 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-11-29 13:17:14.322 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-11-29 13:17:14.324 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 13:17:14.352 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#32298473:0/SimpleConnection@7bbc11ed [delegate=amqp://xiesonglin@127.0.0.1:5672/, localPort=63245]
2025-11-29 13:17:14.373 [main] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2025-11-29 13:17:14.373 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2025-11-29 13:17:14.382 [main] INFO  org.example.MyProjectBackendApplication - Started MyProjectBackendApplication in 2.999 seconds (process running for 3.437)
2025-11-29 13:17:16.019 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-29 13:17:16.020 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-11-29 13:17:16.020 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2025-11-29 13:17:16.033 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:17:16.112 [http-nio-8080-exec-1] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 82ms | 响应结果: 101 错误
2025-11-29 13:17:16.120 [http-nio-8080-exec-1] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 13:17:16.171 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 13:17:16.308 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@344dfc3b
2025-11-29 13:17:16.310 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-29 13:17:27.256 [http-nio-8080-exec-3] INFO  org.example.handler.OnlineUserWebSocketHandler - 有一连接关闭！当前在线人数为: 0，关闭状态: CloseStatus[code=1001, reason=null]
2025-11-29 13:17:27.437 [http-nio-8080-exec-4] INFO  org.example.filter.RequestLogFilter - 请求URL: "/api/ws/ai" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:17:27.439 [http-nio-8080-exec-4] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 2ms | 响应结果: 101 错误
2025-11-29 13:17:27.440 [http-nio-8080-exec-4] INFO  org.example.handler.AiWebSocketHandler - AI WebSocket连接已建立，会话ID: 23776321-f014-fe2c-25ff-365d1a88281e
2025-11-29 13:17:27.452 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求URL: "/ws/online" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2025-11-29 13:17:27.454 [http-nio-8080-exec-5] INFO  org.example.filter.RequestLogFilter - 请求处理耗时: 2ms | 响应结果: 101 错误
2025-11-29 13:17:27.456 [http-nio-8080-exec-5] INFO  org.example.handler.OnlineUserWebSocketHandler - 有新连接加入！当前在线人数为: 1
2025-11-29 13:18:00.004 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:18:00.037 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 更新基础信息成功：更新时间=2025-11-29T13:18:00.031669300，文章总数=3
2025-11-29 13:19:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:19:00.005 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 更新基础信息成功：更新时间=2025-11-29T13:19:00.002557，文章总数=3
2025-11-29 13:20:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:20:00.008 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 更新基础信息成功：更新时间=2025-11-29T13:20:00.004032900，文章总数=3
2025-11-29 13:21:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 13:21:00.005 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 更新基础信息成功：更新时间=2025-11-29T13:21:00.003666100，文章总数=3
2025-11-29 13:21:23.212 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 13:21:23.212 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 13:21:23.504 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 13:21:23.505 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-29 13:21:23.548 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-11-29 13:21:23.557 [SpringApplicationShutdownHook] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2025-11-29 13:21:23.557 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
